ID,pc1,pc2,Name,Club,Position,BestPosition,Finishing,Penalties,HeadingAccuracy,ShotPower,FKAccuracy,Dribbling,BallControl
127,5.764526744280915,-0.9576146869699101,P. Bernardoni,Angers SCO,2,GK,13.0,19.0,21.0,55.0,18.0,16.0,25.0
128,5.886586366746219,-1.077328323016823,E. Audero,U.C. Sampdoria,2,GK,16.0,22.0,19.0,55.0,12.0,19.0,18.0
129,5.957926660624421,-1.335395009889313,B. Drągowski,Fiorentina,2,GK,12.0,21.0,13.0,53.0,20.0,20.0,18.0
130,6.1184702759793455,-1.2180616464657048,C. Tătărușanu,AC Milan,2,GK,15.0,16.0,15.0,56.0,11.0,16.0,19.0
131,5.617913414316182,-1.450659334034788,M. Hitz,Borussia Dortmund,2,GK,27.0,22.0,18.0,59.0,17.0,13.0,17.0
132,4.787784363839404,-1.5375097394081623,C. Bravo,Real Betis Balompié,2,GK,13.0,23.0,18.0,63.0,38.0,22.0,32.0
133,5.023107382263311,-1.1007734525857193,S. Ortega,DSC Arminia Bielefeld,2,GK,15.0,24.0,20.0,65.0,12.0,20.0,38.0
134,5.740308066439725,-1.4644311412994468,M. Ryan,Real Sociedad,2,GK,11.0,25.0,14.0,62.0,12.0,13.0,24.0
135,5.665532589850043,-1.4006570980724837,A. Talavera,Club Universidad Nacional,2,GK,13.0,44.0,14.0,53.0,14.0,10.0,21.0
136,5.920458378824029,-1.4355411141802452,Pepe Reina,Lazio,2,GK,14.0,24.0,13.0,59.0,11.0,10.0,23.0
137,5.130610411359439,-0.7425285442995039,J. Omlin,Montpellier Hérault SC,2,GK,17.0,27.0,24.0,55.0,16.0,27.0,31.0
138,5.3348232412116126,-1.4453028070496197,B. Foster,Watford,2,GK,18.0,41.0,14.0,55.0,17.0,14.0,25.0
139,5.524203626100825,-1.2559649369900145,Z. Steffen,Manchester City,2,GK,9.0,37.0,13.0,56.0,11.0,15.0,31.0
140,5.464086756084091,-1.1870379600701335,M. Sels,RC Strasbourg Alsace,2,GK,16.0,22.0,14.0,56.0,17.0,19.0,33.0
141,5.60673733735908,-1.168925196072537,A. McGregor,Rangers FC,2,GK,20.0,23.0,13.0,53.0,14.0,20.0,29.0
142,5.497255867673148,-1.077774210897186,A. Rossi,Boca Juniors,2,GK,14.0,23.0,19.0,55.0,21.0,21.0,26.0
143,6.382986707994196,-1.3363269130070659,P. Rajković,Stade de Reims,2,GK,9.0,20.0,13.0,56.0,10.0,8.0,18.0
144,6.084607519696947,-1.2668206417638859,A. Oukidja,FC Metz,2,GK,14.0,24.0,16.0,52.0,18.0,15.0,14.0
145,6.188615559688648,-1.1860762672367653,L. Sepe,Parma,2,GK,14.0,17.0,13.0,53.0,12.0,14.0,22.0
146,0.7687053914817755,1.416595598600916,P. Kimpembe,Paris Saint-Germain,0,DEF,31.0,57.0,80.0,70.0,32.0,63.0,78.0
147,-1.2022452828254564,0.22315386338777626,20 D. De Rossi,Boca Juniors,0,DEF,50.0,80.0,81.0,81.0,71.0,64.0,77.0
148,2.77889224682245,2.141802866405563,21 M. Škrtel,İstanbul Başakşehir FK,0,DEF,35.0,39.0,83.0,46.0,27.0,46.0,57.0
149,0.09448071030810118,1.3396996095648122,H. Maguire,Manchester United,0,DEF,48.0,44.0,87.0,75.0,46.0,71.0,76.0
150,2.6465599734878213,1.3310667707302588,D. Zagadou,Borussia Dortmund,0,DEF,26.0,30.0,77.0,66.0,25.0,51.0,52.0
151,1.4123133753080026,1.6012453563361468,20 D. Schwaab,PSV,0,DEF,32.0,55.0,77.0,54.0,40.0,63.0,69.0
152,-0.7998668386664629,0.6712468894714119,D. Blind,Ajax,0,DEF,60.0,54.0,76.0,74.0,62.0,77.0,84.0
153,2.421210346926438,1.8386345625170468,Luís Neto,Sporting CP,0,DEF,33.0,47.0,78.0,42.0,43.0,49.0,59.0
154,2.032742497095858,1.3054924934368113,Aridane,CA Osasuna,0,DEF,26.0,31.0,80.0,66.0,46.0,40.0,68.0
155,-0.27813658857009205,0.27983657723623756,S. Kjær,AC Milan,0,DEF,55.0,61.0,81.0,78.0,69.0,50.0,70.0
156,2.910026644890728,2.283188480665924,J. Tah,Bayer 04 Leverkusen,0,DEF,20.0,38.0,79.0,44.0,27.0,52.0,64.0
157,0.4412932584414616,1.4478341584939918,Éder Militão,Real Madrid CF,0,DEF,48.0,60.0,81.0,62.0,40.0,70.0,73.0
158,-0.28926849930173687,0.6544552827653712,T. Holeš,SK Slavia Praha,0,DEF,68.0,54.0,76.0,72.0,51.0,71.0,73.0
159,2.066759412775706,2.173113433456446,Felipe,Atlético de Madrid,0,DEF,39.0,47.0,83.0,46.0,30.0,57.0,64.0
160,1.2259318271599087,1.1846852951189997,J. Giménez,Atlético de Madrid,0,DEF,37.0,38.0,83.0,72.0,44.0,54.0,66.0
161,-1.1186374810591264,0.49890764813557686,T. Delaney,Sevilla FC,0,DEF,68.0,60.0,83.0,78.0,68.0,73.0,75.0
162,2.642712083535817,2.435512806934418,S. Savić,Atlético de Madrid,0,DEF,34.0,37.0,84.0,43.0,28.0,47.0,67.0
163,1.2445453101945294,0.913693283364715,J. Andersen,Crystal Palace,0,DEF,40.0,44.0,76.0,73.0,36.0,53.0,67.0
164,1.2874720205275645,1.8908364562361173,J. Matip,Liverpool,0,DEF,36.0,42.0,84.0,66.0,22.0,69.0,72.0
165,0.5855235828873713,0.5620373564900437,Iñigo Martínez,Athletic Club de Bilbao,0,DEF,42.0,39.0,76.0,81.0,51.0,53.0,75.0
166,0.7110484215949459,1.0671627593158701,G. Trauner,Feyenoord,0,DEF,51.0,49.0,83.0,68.0,49.0,58.0,64.0
167,-0.2146823136789146,0.7675764579277318,F. Acerbi,Lazio,0,DEF,37.0,72.0,82.0,75.0,56.0,65.0,72.0
168,0.8790290217621163,1.0255761478027061,A. Rüdiger,Chelsea,0,DEF,32.0,40.0,81.0,72.0,56.0,60.0,69.0
169,-0.18860271434657896,0.9953562915506478,E. Tapsoba,Bayer 04 Leverkusen,0,DEF,54.0,77.0,82.0,74.0,32.0,66.0,72.0
170,-0.7680401142520963,0.14011029734446753,20 E. Garay,Valencia CF,0,DEF,51.0,71.0,81.0,80.0,74.0,60.0,69.0
171,1.4404124377267526,1.1226338101366549,D. Djené,Getafe CF,0,DEF,29.0,41.0,77.0,67.0,48.0,50.0,71.0
172,0.9838995804437599,1.9880709622747093,S. Coates,Sporting CP,0,DEF,55.0,72.0,82.0,50.0,19.0,65.0,70.0
173,1.572326191493036,2.175735655123652,J. Koundé,Sevilla FC,0,DEF,47.0,43.0,79.0,48.0,26.0,69.0,74.0
174,0.401141180711125,1.1082974276839932,R. Saïss,Wolverhampton Wanderers,0,DEF,52.0,47.0,78.0,67.0,48.0,68.0,74.0
175,0.31290925661480207,0.980259817948064,N. Aké,Manchester City,0,DEF,48.0,53.0,76.0,63.0,59.0,67.0,74.0
176,2.6526445031069077,2.4034215994882513,J. Gomez,Liverpool,0,DEF,26.0,26.0,74.0,41.0,29.0,67.0,73.0
177,2.065933040843205,1.2858397307591345,N. Süle,FC Bayern München,0,DEF,22.0,32.0,84.0,77.0,30.0,43.0,62.0
178,2.530723724322529,1.8291299408956259,Ibañez,Roma,0,DEF,27.0,46.0,73.0,45.0,35.0,40.0,73.0
179,1.8490746900490944,1.3363503379949777,Vieirundinho,Santos,0,DEF,29.0,47.0,77.0,65.0,30.0,48.0,67.0
180,1.7366191552298509,1.752715602713865,Y. Abdelhamid,Stade de Reims,0,DEF,25.0,42.0,76.0,58.0,31.0,68.0,71.0
181,2.07872509985114,1.869871417600115,G. Pezzella,Real Betis Balompié,0,DEF,48.0,35.0,80.0,54.0,25.0,54.0,65.0
182,2.30708793228857,1.8735551300683868,J. Palomino,Atalanta,0,DEF,26.0,44.0,77.0,48.0,36.0,56.0,64.0
183,3.1661474479087137,2.1747671246105296,J. Lascelles,Newcastle United,0,DEF,34.0,19.0,78.0,51.0,16.0,47.0,64.0
184,2.5911035674879934,1.8572065734616823,A. Disasi,AS Monaco,0,DEF,20.0,36.0,76.0,54.0,27.0,56.0,64.0
185,-0.37533689964619965,-0.035606288384557414,20 Iván Ramis,SD Eibar,0,DEF,54.0,65.0,75.0,76.0,77.0,51.0,70.0
186,1.4983508865853865,1.328795474857471,Raúl Albiol,Villarreal CF,0,DEF,27.0,37.0,77.0,65.0,45.0,59.0,71.0
187,2.228682720229311,2.237457679024175,I. Konaté,Liverpool,0,DEF,29.0,41.0,77.0,45.0,27.0,67.0,69.0
188,0.5821502278932971,0.8480114517981198,F. Lejeune,Deportivo Alavés,0,DEF,50.0,43.0,76.0,75.0,41.0,62.0,73.0
189,1.3245670156645002,0.7487880142028622,G. Chiellini,Juventus,0,DEF,33.0,50.0,77.0,78.0,31.0,57.0,57.0
190,-0.06514557278156863,1.0761594552783913,D. D'Ambrosio,Inter,0,DEF,48.0,60.0,84.0,66.0,62.0,71.0,69.0
191,0.008846978839910756,0.1920647272357865,�. Radu,Lazio,0,DEF,55.0,57.0,70.0,79.0,48.0,66.0,69.0
192,2.092403928799562,1.441975214319659,N. Milenković,Fiorentina,0,DEF,38.0,34.0,70.0,60.0,22.0,60.0,68.0
193,1.2811052262066016,1.4481168751592441,L. Koscielny,FC Girondins de Bordeaux,0,DEF,37.0,51.0,77.0,54.0,49.0,62.0,68.0
194,2.0459823847957526,1.2323228960195847,Laguardia,Deportivo Alavés,0,DEF,49.0,40.0,74.0,57.0,35.0,42.0,63.0
195,1.2848712736010255,1.2609370073315849,Rúben Vezo,Levante Unión Deportiva,0,DEF,53.0,50.0,74.0,59.0,32.0,59.0,67.0
196,0.46879458429090776,0.6330899973257959,L. Dunk,Brighton & Hove Albion,0,DEF,42.0,36.0,76.0,72.0,69.0,65.0,70.0
197,1.985270708511647,1.7392007437530292,W. Fofana,Leicester City,0,DEF,29.0,48.0,74.0,48.0,38.0,61.0,67.0
198,1.8468953495158642,2.2062405849174356,J. Brooks,VfL Wolfsburg,0,DEF,39.0,45.0,85.0,50.0,28.0,64.0,64.0
199,-0.37649961890168293,0.18442944322283902,I. Sangaré,PSV,0,DEF,61.0,59.0,71.0,74.0,62.0,70.0,70.0
200,1.3771610950349737,1.3800465951483931,A. Djiku,RC Strasbourg Alsace,0,DEF,34.0,43.0,73.0,58.0,43.0,67.0,71.0
